,vh,vv,vv_by_vh
148,"[0.10390488803386688, 0.08147507905960083, 0.13018004596233368, 0.09851942956447601, 0.16069366037845612, 0.0843903124332428, 0.17494234442710876, 0.1097535714507103, 0.3982025980949402, 0.3690952956676483, 0.11665092408657074, 0.18597076833248138, 0.03320079296827316, 0.1553681641817093, 0.21393631398677826, 0.13160595297813416, 0.16709329187870026, 0.1451856642961502]","[0.03646162897348404, 0.032989609986543655, 0.02823808044195175, 0.03578249737620354, 0.05346281826496124, 0.03611564263701439, 0.04037937894463539, 0.03730902820825577, 0.03638601675629616, 0.023603765293955803, 0.020436525344848633, 0.015420342795550823, 0.005192988086491823, 0.02414531260728836, 0.02134343609213829, 0.009387011639773846, 0.026014328002929688, 0.020781241357326508]","[2.8497050449783674, 2.4697193780961406, 4.610088360288556, 2.7532854548602432, 3.0057087447590174, 2.3366692732404104, 4.3324674375743655, 2.941742970041336, 10.943835945605013, 15.637136324269512, 5.707962685348297, 12.060093008187787, 6.393389011354791, 6.434713300618472, 10.023517912637331, 14.020005303978172, 6.423125435332502, 6.986380736344436]"
149,"[0.2677088677883148, 0.29451602697372437, 0.27552011609077454, 0.24278095364570618, 0.2706838548183441, 0.30062276124954224, 0.19499309360980988, 0.25361430644989014, 0.32644739747047424, 0.20831666886806488, 0.2550183832645416, 0.2452012449502945, 0.22808420658111572, 0.23694051802158356, 0.18122440576553345, 0.2006663829088211, 0.2479628026485443, 0.19098696112632751]","[0.0506741926074028, 0.06477680802345276, 0.06122932583093643, 0.05239104852080345, 0.07090144604444504, 0.04329042136669159, 0.06864472478628159, 0.051585037261247635, 0.05907166004180908, 0.04411756619811058, 0.06150360777974129, 0.04860500618815422, 0.06483378261327744, 0.05728525668382645, 0.04555997624993324, 0.05483037978410721, 0.05637533962726593, 0.044829171150922775]","[5.282942934333131, 4.546627658267654, 4.499806462862712, 4.634015934025498, 3.8177480138933158, 6.9443251361107485, 2.84061294173589, 4.916431583939429, 5.526294626550616, 4.721853148757477, 4.146397137836559, 5.0447734540162195, 3.517983948917488, 4.136151808297297, 3.9777107163395193, 3.6597664232664138, 4.39842676404236, 4.260327733549814]"
150,"[0.09295203536748886, 0.23843084275722504, 0.08918797224760056, 0.25781577825546265, 0.10436560958623886, 0.2433701753616333, 0.08909179270267487, 0.3988478183746338, 0.12250815331935883, 0.1997026652097702, 0.11123336106538773, 0.268402099609375, 0.27523744106292725, 0.0990448147058487, 0.26321709156036377, 0.24884676933288574, 0.1103028878569603, 0.1933552771806717]","[0.022258086130023003, 0.0844256579875946, 0.017701243981719017, 0.0513569675385952, 0.024120956659317017, 0.06281061470508575, 0.02174319140613079, 0.053967781364917755, 0.022670693695545197, 0.0689275935292244, 0.018607260659337044, 0.06368695944547653, 0.03631434589624405, 0.014030104503035545, 0.04569403454661369, 0.03937631472945213, 0.01844625733792782, 0.04954109340906143]","[4.176101881558888, 2.824151430270875, 5.038514374453544, 5.020074015501634, 4.3267607939557555, 3.8746663522451996, 4.09745704016358, 7.39048017700999, 5.403811412415305, 2.897281842939996, 5.977954686713721, 4.214396509840582, 7.579303282766681, 7.059449534707273, 5.760425713598327, 6.31970693658533, 5.979689312376865, 3.9029271232294924]"
151,"[0.33746790885925293, 0.46782755851745605, 0.22905278205871582, 0.3364507555961609, 0.41033926606178284, 0.32034677267074585, 0.32375749945640564, 0.29958558082580566, 0.3339129686355591, 0.3864912986755371, 0.33307385444641113, 0.3271942436695099, 0.2771528661251068, 0.2743407189846039, 0.35877344012260437, 0.42997297644615173, 0.27482718229293823, 0.3443203866481781]","[0.04856087267398834, 0.09681838750839233, 0.08636046200990677, 0.0706164613366127, 0.08106508105993271, 0.04943365231156349, 0.06800596415996552, 0.08195839077234268, 0.0752992257475853, 0.11561492830514908, 0.05965530499815941, 0.05902547016739845, 0.05555384233593941, 0.08175549656152725, 0.0510917529463768, 0.06849418580532074, 0.0755423977971077, 0.06134890392422676]","[6.949379001584908, 4.832011465558691, 2.652287594668498, 4.764480536519328, 5.061849821113636, 6.480337941686144, 4.7607221433528135, 3.6553375194733873, 4.434480770823424, 3.3429186381143494, 5.58330653839902, 5.543272128821248, 4.98890543788379, 3.35562415400586, 7.022139962571924, 6.277510585617484, 3.6380521443212728, 5.612494512916726]"
152,"[0.16092315316200256, 0.16568341851234436, 0.04279632866382599, 0.04722364619374275, 0.0948120579123497, 0.07060696929693222, 0.17479278147220612, 0.06613574922084808, 0.08683758974075317, 0.03691871836781502, 0.04971858486533165, 0.0872119590640068, 0.13372164964675903, 0.4133484363555908, 0.1283479928970337, 0.1343604177236557, 0.1345418244600296, 0.1356729418039322]","[0.02223966084420681, 0.020370332524180412, 0.024069610983133316, 0.02105388045310974, 0.058853816241025925, 0.01835036464035511, 0.019469106569886208, 0.02182944118976593, 0.026027865707874298, 0.023323960602283478, 0.017396220937371254, 0.023723924532532692, 0.015995468944311142, 0.016488397493958473, 0.005908724386245012, 0.04112296178936958, 0.029856255277991295, 0.03202470764517784]","[7.235863635210125, 8.133564747441968, 1.7780232798035391, 2.2429901366124474, 1.6109755317151029, 3.847714782825474, 8.977955965507242, 3.029658370359651, 3.336331557699789, 1.5828666064630796, 2.858010659000324, 3.6761185504705503, 8.359970571185894, 25.069048493466155, 21.72177690261141, 3.267284550462226, 4.506319469984163, 4.236508364327295]"
153,"[0.24424272775650024, 0.3322422504425049, 0.15800707787275314, 0.3036867380142212, 0.21547838300466537, 0.2991953492164612, 0.1876329481601715, 0.2209293097257614, 0.13437038660049438, 0.2347385361790657, 0.13079915940761566, 0.2062680423259735, 0.1924492046236992, 0.104754239320755, 0.2568057179450989, 0.25472458451986313, 0.17720075696706772, 0.35108335316181183]","[0.04827485978603363, 0.045161182060837746, 0.03838099725544453, 0.04256202653050423, 0.039182212203741074, 0.037513529881834984, 0.027862916700541973, 0.05151800438761711, 0.03387061320245266, 0.038420069962739944, 0.03634160757064819, 0.05559542588889599, 0.04929990693926811, 0.032575856894254684, 0.024618969298899174, 0.028391501866281033, 0.05853521451354027, 0.06060710363090038]","[5.059418687885282, 7.356810324294282, 4.116804907937588, 7.13515691731851, 5.499392986904699, 7.975665050953769, 6.734145968161394, 4.2883902890241625, 3.9671672253859365, 6.109789399309184, 3.5991572236682625, 3.710162104670039, 3.9036423509029086, 3.2157017284549227, 10.431213217223592, 8.971860161521958, 3.0272504925403143, 5.792775634023416]"
154,"[0.012699023820459843, 0.01538539957255125, 0.010226612910628319, 0.02138660755008459, 0.015109638683497906, 0.015435699839144945, 0.011083480436354876, 0.02960752137005329, 0.011946040205657482, 0.02029532752931118, 0.015483304392546415, 0.022479012608528137, 0.011183243244886398, 0.013438042718917131, 0.0250081829726696, 0.00979700731113553, 0.010610836558043957, 0.02036357019096613]","[0.0049045695923268795, 0.004064504522830248, 0.004402631660923362, 0.005108389537781477, 0.0056404368951916695, 0.004559840075671673, 0.0061659421771764755, 0.008269212208688259, 0.003551456145942211, 0.0047374211717396975, 0.005463663954287767, 0.005109670106321573, 0.0038574537029489875, 0.0063319590408355, 0.004199732095003128, 0.003924142569303513, 0.004616085207089782, 0.0039059690898284316]","[2.589222883151105, 3.785307529154351, 2.322840904770011, 4.186565529490256, 2.678806440752576, 3.3851406152377477, 1.7975323345361394, 3.580452481186224, 3.363702018200809, 4.284045431801504, 2.833868356855192, 4.399308006346161, 2.899125720248285, 2.122256734804145, 5.954709111665604, 2.4965982091915637, 2.2986656619221235, 5.213448883657344]"
155,"[0.1533963680267334, 0.2282394841313362, 0.0459603238850832, 0.11453810706734657, 0.03408415429294109, 0.07328518480062485, 0.04276210814714432, 0.043115584179759026, 0.05200359970331192, 0.0584167018532753, 0.055567093193531036, 0.05564285069704056, 0.1685504987835884, 0.1997261717915535, 0.17935331165790558, 0.15552009642124176, 0.04260441102087498, 0.02749716490507126]","[0.024926104582846165, 0.04543405398726463, 0.020543960854411125, 0.04387998580932617, 0.02312550600618124, 0.03182705491781235, 0.02059527300298214, 0.034884506836533546, 0.023275911808013916, 0.02568039484322071, 0.020360885187983513, 0.020404575392603874, 0.10929711908102036, 0.0473944079130888, 0.05328705161809921, 0.010851103812456131, 0.012497384566813707, 0.00962942885234952]","[6.15404494981935, 5.023533321400568, 2.2371695609619877, 2.6102585257218305, 1.4738771244110596, 2.3026065399349918, 2.0763069341665186, 1.2359522346638223, 2.2342239535985455, 2.2747587102889324, 2.7291098928412674, 2.726979102795231, 1.5421312126136133, 4.21412948459676, 3.365795370764843, 14.332191370496162, 3.4090661764549717, 2.8555343548088135]"
156,"[0.008769817184656858, 0.016030121594667435, 0.020473315380513668, 0.014781083445996046, 0.013648032676428556, 0.02311822958290577, 0.016568662598729134, 0.010205534286797047, 0.013308444060385227, 0.020814630202949047, 0.010746335610747337, 0.02013870608061552, 0.011238920502364635, 0.016390103846788406, 0.017725713551044464, 0.019806474447250366, 0.015095672104507685, 0.007720678113400936]","[0.004110015230253339, 0.0042774551548063755, 0.005416454514488578, 0.004170351894572377, 0.003669507917948067, 0.005300571676343679, 0.003975121537223458, 0.004883564542979002, 0.003003219608217478, 0.005042880540713668, 0.0039740330539643764, 0.0046541085466742516, 0.0043646772392094135, 0.0043390297796577215, 0.004854228114709258, 0.004638444632291794, 0.0034648547880351543, 0.004042147425934672]","[2.1337675637071283, 3.7475837886120535, 3.7798370365243916, 3.5443252319386542, 3.719308687051513, 4.3614596678471225, 4.16808956495504, 2.0897715586598173, 4.43139223784047, 4.127527914830075, 2.704138457033495, 4.327081304325466, 2.5749717301892345, 3.7773660654804995, 3.651602918563323, 4.270068097689947, 4.3567979115996724, 1.9100436722976948]"
157,"[0.16880571842193604, 0.15489423274993896, 0.1796870306134224, 0.16069116443395615, 0.22438868880271912, 0.17738713324069977, 0.3564067631959915, 0.1877838373184204, 0.0963650569319725, 0.16612105816602707, 0.18780886381864548, 0.18969951570034027, 0.13198285549879074, 0.14360306411981583, 0.1673276051878929, 0.0831964947283268, 0.07090465724468231, 0.1390848383307457]","[0.04818197153508663, 0.03614191338419914, 0.04047710634768009, 0.04044206626713276, 0.03433653153479099, 0.04454962909221649, 0.058471713215112686, 0.04847538471221924, 0.03422198072075844, 0.027929743751883507, 0.04805120825767517, 0.0465061254799366, 0.03760642930865288, 0.033402686938643456, 0.03539040870964527, 0.02584071084856987, 0.031003213487565517, 0.03359764814376831]","[3.5035037596792793, 4.285723091175828, 4.439226190478929, 3.9733668248437084, 6.534984134182584, 3.9817869835349997, 6.095370626217158, 3.873797772482362, 2.815881924494195, 5.94781891455142, 3.9085149079190313, 4.079022144774871, 3.509582215730935, 4.29914708309534, 4.728049527788855, 3.219590018860926, 2.2870099344095443, 4.139719474874706]"
158,"[0.23691722750663757, 0.2748091518878937, 0.17233121395111084, 0.3784942030906677, 0.2175026535987854, 0.3893728256225586, 0.19676712155342102, 0.3556665778160095, 0.2687685191631317, 0.30552637577056885, 0.1696358025074005, 0.2647388279438019, 0.30101481080055237, 0.20032018423080444, 0.24254773557186127, 0.3211744725704193, 0.24822746217250824, 0.24866637587547302]","[0.03341878205537796, 0.06255041807889938, 0.045215532183647156, 0.05211558938026428, 0.06549643725156784, 0.05404527112841606, 0.059835243970155716, 0.07335614413022995, 0.033106401562690735, 0.0756843239068985, 0.03734775632619858, 0.050932008773088455, 0.04881379380822182, 0.03110487014055252, 0.06425144523382187, 0.03624677285552025, 0.046463493257761, 0.05555325001478195]","[7.089343564766788, 4.393402319729613, 3.81132778115209, 7.262590859885779, 3.320831830338663, 7.204567901923858, 3.2884819798104843, 4.8484906347393455, 8.118324749193535, 4.036851490493669, 4.542061403255032, 5.19788703255869, 6.166593237623989, 6.440154976555903, 3.774977118245186, 8.86077427777148, 5.3424192794855285, 4.476180526059346]"
159,"[0.15499582886695862, 0.14316656440496445, 0.013604973442852497, 0.009328011889010668, 0.013877501245588064, 0.014594687148928642, 0.014241932425647974, 0.011228045914322138, 0.009916961193084717, 0.01676192507147789, 0.012259542476385832, 0.022183865308761597, 0.010538021102547646, 0.012497358955442905, 0.011279353871941566, 0.01348970178514719, 0.013862319756299257, 0.010112973395735025]","[0.037051718682050705, 0.03954809345304966, 0.004410104593262076, 0.005352085223421454, 0.0034962048521265388, 0.0041235501412302256, 0.003629518090747297, 0.0061124651692807674, 0.004152497975155711, 0.004332276759669185, 0.0031626729760318995, 0.005396489752456546, 0.005903208861127496, 0.003825198858976364, 0.004502009134739637, 0.005046387668699026, 0.0044965799897909164, 0.003934832173399627]","[4.183229128910682, 3.620062357112805, 3.084954824799096, 1.7428743190018754, 3.969304383622483, 3.539349989466708, 3.923918291509505, 1.8369095943074802, 2.3881916986877876, 3.869079932178165, 3.8763231511110807, 4.1107954107877696, 1.7851343820714678, 3.2671135321804523, 2.505404483723661, 2.673140208553354, 3.0828584808393082, 2.5701155602266996]"
160,"[0.32987888157367706, 0.2772636115550995, 0.3178475350141525, 0.2613069415092468, 0.3195624351501465, 0.197043277323246, 0.21491371095180511, 0.21221669018268585, 0.2986305505037308, 0.22677427530288696, 0.28679855167865753, 0.29907839000225067, 0.30715787410736084, 0.37099801003932953, 0.23500719666481018, 0.20913277566432953, 0.3727713078260422, 0.3966427594423294]","[0.07181021943688393, 0.05100424773991108, 0.05683251842856407, 0.04838789068162441, 0.05578774958848953, 0.06893874332308769, 0.03730081580579281, 0.043567875400185585, 0.031950799748301506, 0.039811164140701294, 0.05351155810058117, 0.07035213336348534, 0.07002908363938332, 0.0306700412184, 0.04343280382454395, 0.02620514575392008, 0.08949294686317444, 0.05118552781641483]","[4.593759553452098, 5.436088636557605, 5.5927054405247345, 5.400254853606993, 5.728182934557385, 2.8582371512022604, 5.7616356722800965, 4.8709442044948075, 9.346575136029447, 5.696248281045424, 5.359562716144173, 4.251163052256215, 4.3861472711692, 12.096430109026237, 5.410822603444432, 7.980599597811623, 4.165370801745655, 7.749119260134481]"
161,"[0.12965388596057892, 0.1905270516872406, 0.1273042857646942, 0.16758205741643906, 0.13231191039085388, 0.1617036536335945, 0.1192166768014431, 0.07133306562900543, 0.0792262889444828, 0.08921785280108452, 0.044471174478530884, 0.10151579231023788, 0.02594939060509205, 0.23424986004829407, 0.24197061359882355, 0.34593503177165985, 0.45324383676052094, 0.33248788118362427]","[0.028096897527575493, 0.0414515882730484, 0.02203215565532446, 0.024306166917085648, 0.023357263766229153, 0.04198287986218929, 0.044088542461395264, 0.04720682464540005, 0.03702506981790066, 0.03298228606581688, 0.02192391362041235, 0.01655431929975748, 0.005834439303725958, 0.02531714364886284, 0.016445421613752842, 0.04511210136115551, 0.01996512059122324, 0.016218088567256927]","[4.6145267758951345, 4.596375184280219, 5.778113034251775, 6.894631226227605, 5.6647007849504885, 3.851657012677408, 2.7040285331689384, 1.5110752770353155, 2.1398012031885205, 2.7050233153350356, 2.0284322976498967, 6.1322842982571375, 4.447623713990887, 9.252618040061394, 14.713554889737235, 7.668342226007071, 22.701783076620586, 20.50105225438784]"
162,"[0.2885095328092575, 0.2715946137905121, 0.19500162452459335, 0.18977132439613342, 0.19955648481845856, 0.2651803642511368, 0.18213914334774017, 0.2222953736782074, 0.15885743498802185, 0.22019540518522263, 0.2002485767006874, 0.4380269795656204, 0.3244422823190689, 0.19003817439079285, 0.2386023998260498, 0.16853120177984238, 0.20024455338716507, 0.2081221342086792]","[0.05278327502310276, 0.06549147516489029, 0.05168776214122772, 0.06900199130177498, 0.044185252860188484, 0.052637696266174316, 0.04883764497935772, 0.04642477445304394, 0.04691226780414581, 0.036006711423397064, 0.05572696961462498, 0.0500178188085556, 0.05104746110737324, 0.05043041333556175, 0.034564802423119545, 0.04542778618633747, 0.059117430821061134, 0.06094621494412422]","[5.465927089271735, 4.147022388894254, 3.7726846055316865, 2.750229679114374, 4.516359461603572, 5.037841377217437, 3.7294825216229244, 4.788291947504166, 3.3862663738883034, 6.115398948712107, 3.5933871532130506, 8.757418655982963, 6.355698702363218, 3.7683247433703784, 6.903045384296903, 3.7098704543636463, 3.3872336907412777, 3.414849214171652]"
